元index,行番号,対象カラム,テキスト原文,正規化テキスト,検出通貨,為替適用,和単位セグメント,英単位セグメント,期待値_JPY,プロジェクトコスト_計画時_int_raw,プロジェクトコスト_計画時_int_num,比率_int/期待,判定,疑い理由,file,log10_int,robust_z_int,分布外れ値_flag(abs_z>3.5),プロジェクトコスト_実績_int_raw,プロジェクトコスト_実績_int_num
2043,2043,プロジェクトコスト_計画時,,nan,UNKNOWN,,[],[],,,,,UNDECIDABLE,通貨不明→要確認 / 数値/単位の解析失敗→要確認 / 比率判定不可,https://www2.jica.go.jp/ja/evaluation/pdf/2023_0898_4_f.pdf,,,False,,
2287,2287,プロジェクトコスト_計画時,,nan,UNKNOWN,,[],[],,,,,UNDECIDABLE,通貨不明→要確認 / 数値/単位の解析失敗→要確認 / 比率判定不可,https://www2.jica.go.jp/ja/evaluation/pdf/2023_0961260_4_f.pdf,,,False,,
2464,2464,プロジェクトコスト_計画時,,nan,UNKNOWN,,[],[],,,,,UNDECIDABLE,通貨不明→要確認 / 数値/単位の解析失敗→要確認 / 比率判定不可,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0202700_4_f.pdf,,,False,,
2465,2465,プロジェクトコスト_計画時,,nan,UNKNOWN,,[],[],,,,,UNDECIDABLE,通貨不明→要確認 / 数値/単位の解析失敗→要確認 / 比率判定不可,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0202700_4_f.pdf,,,False,,
0,2769,プロジェクトコスト_計画時,,nan,UNKNOWN,,[],[],,,,,UNDECIDABLE,通貨不明→要確認 / 数値/単位の解析失敗→要確認 / 比率判定不可,https://www2.jica.go.jp/ja/evaluation/pdf/2018_1460470_4_f.pdf,,,False,,
1237,1237,プロジェクトコスト_計画時,164百万円,164百万円,JPY,1.0,"[{'num': 164.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 164000000.0}]",[],164000000.0,164375000,164375000.0,1.0022865853658536,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2011_0604283_4_f.pdf,8.215835765833834,-1.1318198405040445,False,,
628,628,プロジェクトコスト_計画時,150百万円,150百万円,JPY,1.0,"[{'num': 150.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 150000000.0}]",[],150000000.0,150220264,150220264.0,1.0014684266666667,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2014_0601486_4_f.pdf,8.17672852088239,-1.1970041506481013,False,,
525,525,プロジェクトコスト_計画時,310百万円,310百万円,JPY,1.0,"[{'num': 310.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 310000000.0}]",[],310000000.0,310434782,310434782.0,1.001402522580645,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0601706_4_f.pdf,8.491970374907023,-0.6715561726930448,False,,
629,629,プロジェクトコスト_計画時,199百万円,199百万円,JPY,1.0,"[{'num': 199.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 199000000.0}]",[],199000000.0,199248120,199248120.0,1.0012468341708542,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0601488_4_f.pdf,8.299394232314183,-0.9925438316473834,False,,
279,279,プロジェクトコスト_計画時,381百万円,381百万円,JPY,1.0,"[{'num': 381.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 381000000.0}]",[],381000000.0,380582524,380582524.0,0.9989042624671916,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0602073_4_f.pdf,8.580448842005074,-0.5240794622382164,False,,
637,637,プロジェクトコスト_計画時,230百万円,230百万円,JPY,1.0,"[{'num': 230.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 230000000.0}]",[],230000000.0,230252100,230252100.0,1.0010960869565217,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0602812_4_f.pdf,8.362203599842841,-0.8878526088823047,False,,
910,910,プロジェクトコスト_計画時,333百万円,333百万円,JPY,1.0,"[{'num': 333.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 333000000.0}]",[],333000000.0,332710280,332710280.0,0.9991299699699699,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2014_0604755_4_f.pdf,8.522066219799694,-0.6213921457981034,False,,
867,867,プロジェクトコスト_計画時,382百万円,382百万円,JPY,1.0,"[{'num': 382.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 382000000.0}]",[],382000000.0,381679389,381679389.0,0.9991607041884817,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0604668_4_f.pdf,8.581698708324133,-0.5219961737355031,False,,
1206,1206,プロジェクトコスト_計画時,180百万円,180百万円,JPY,1.0,"[{'num': 180.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 180000000.0}]",[],180000000.0,180147059,180147059.0,1.0008169944444445,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0604429_4_f.pdf,8.255627176419747,-1.0654951568828346,False,,
247,247,プロジェクトコスト_計画時,242百万円,242百万円,JPY,1.0,"[{'num': 242.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 242000000.0}]",[],242000000.0,241803278,241803278.0,0.9991870991735537,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2011_0601126_4_f.pdf,8.38346218406678,-0.8524186081236913,False,,
90,90,プロジェクトコスト_計画時,369百万円,369百万円,JPY,1.0,"[{'num': 369.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 369000000.0}]",[],369000000.0,369230769,369230769.0,1.0006253902439024,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2015_0800063_4_f.pdf,8.567297884797316,-0.545999596842075,False,,
2342,2342,プロジェクトコスト_計画時,1260百万円,1260百万円,JPY,1.0,"[{'num': 1260.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 1260000000.0}]",[],1260000000.0,1259756000,1259756000.0,0.9998063492063493,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0511500_4_f.pdf,9.100286435502255,0.3423905476316436,False,,
912,912,プロジェクトコスト_計画時,390.5百万円,390.5百万円,JPY,1.0,"[{'num': 390.5, 'unit': '百万円', 'factor': 1000000.0, 'value': 390500000.0}]",[],390500000.0,390517241,390517241.0,1.0000441510883482,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2011_0604735_4_f.pdf,8.591640212364082,-0.5054255847450736,False,,
413,413,プロジェクトコスト_計画時,379.59百万円,379.59百万円,JPY,1.0,"[{'num': 379.59, 'unit': '百万円', 'factor': 1000000.0, 'value': 379590000.0}]",[],379590000.0,379591837,379591837.0,1.0000048394320187,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0600796_4_f.pdf,8.579316864492942,-0.5259662526096314,False,,
1,2894,プロジェクトコスト_計画時,533.8百万円,533.8百万円,JPY,1.0,"[{'num': 533.8, 'unit': '百万円', 'factor': 1000000.0, 'value': 533799999.99999994}]",[],533799999.99999994,533800000,533800000.0,1.0000000000000002,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2015_0705800_4_f.pdf,8.727378569451488,-0.27917566154500856,False,,
1,2930,プロジェクトコスト_計画時,9.28億円,9.28億円,JPY,1.0,"[{'num': 9.28, 'unit': '億', 'factor': 100000000.0, 'value': 927999999.9999999}]",[],927999999.9999999,928000000,928000000.0,1.0000000000000002,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0506900_4_f.pdf,8.967547976218862,0.12114088126634345,False,,
2379,2379,プロジェクトコスト_計画時,10.05億円,10.05億円,JPY,1.0,"[{'num': 10.05, 'unit': '億', 'factor': 100000000.0, 'value': 1005000000.0000001}]",[],1005000000.0000001,1005000000,1005000000.0,0.9999999999999999,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2020_1161600_4_f.pdf,9.002166061756508,0.17884261983374228,False,,
0,2929,プロジェクトコスト_計画時,8.97億円,8.97億円,JPY,1.0,"[{'num': 8.97, 'unit': '億', 'factor': 100000000.0, 'value': 897000000.0000001}]",[],897000000.0000001,897000000,897000000.0,0.9999999999999999,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0506900_4_f.pdf,8.952792443044093,0.09654622490537226,False,,
0,0,プロジェクトコスト_計画時,39.5億円,39.5億円,JPY,1.0,"[{'num': 39.5, 'unit': '億', 'factor': 100000000.0, 'value': 3950000000.0}]",[],3950000000.0,3950000000,3950000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2020_1202997_4_f.pdf,9.59659709562646,1.1696456518330849,False,,
1,1,プロジェクトコスト_計画時,500百万円,500百万円,JPY,1.0,"[{'num': 500.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 500000000.0}]",[],500000000.0,500000000,500000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2018_1000248_4_f.pdf,8.698970004336019,-0.3265273152228281,False,,
2,2,プロジェクトコスト_計画時,"2,132百万円","2,132百万円",JPY,1.0,"[{'num': 2132.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 2132000000.0}]",[],2132000000.0,2132000000,2132000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2015_0704381_4_f.pdf,9.328787200354535,0.7232576923967307,False,,
3,3,プロジェクトコスト_計画時,"2,271百万円","2,271百万円",JPY,1.0,"[{'num': 2271.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 2271000000.0}]",[],2271000000.0,2271000000,2271000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2015_0704381_4_f.pdf,9.356217134219735,0.7689781546415189,False,,
4,4,プロジェクトコスト_計画時,"2,132百万円","2,132百万円",JPY,1.0,"[{'num': 2132.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 2132000000.0}]",[],2132000000.0,2132000000,2132000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2015_0601124_4_f.pdf,9.328787200354535,0.7232576923967307,False,,
5,5,プロジェクトコスト_計画時,"2,271百万円","2,271百万円",JPY,1.0,"[{'num': 2271.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 2271000000.0}]",[],2271000000.0,2271000000,2271000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2015_0601124_4_f.pdf,9.356217134219735,0.7689781546415189,False,,
6,6,プロジェクトコスト_計画時,240百万円,240百万円,JPY,1.0,"[{'num': 240.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 240000000.0}]",[],240000000.0,240000000,240000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2020_1000515_4_f.pdf,8.380211241711606,-0.8578373082904547,False,,
7,7,プロジェクトコスト_計画時,"1,500百万円","1,500百万円",JPY,1.0,"[{'num': 1500.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 1500000000.0}]",[],1500000000.0,1500000000,1500000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_0900825_4_f.pdf,9.176091259055681,0.46874271422014235,False,,
8,8,プロジェクトコスト_計画時,500百万円,500百万円,JPY,1.0,"[{'num': 500.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 500000000.0}]",[],500000000.0,500000000,500000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2020_0900816_4_f.pdf,8.698970004336019,-0.3265273152228281,False,,
9,9,プロジェクトコスト_計画時,350百万円,350百万円,JPY,1.0,"[{'num': 350.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 350000000.0}]",[],350000000.0,350000000,350000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2020_0900816_4_f.pdf,8.544068044350276,-0.5847193053302833,False,,
10,10,プロジェクトコスト_計画時,581百万円,581百万円,JPY,1.0,"[{'num': 581.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 581000000.0}]",[],581000000.0,581000000,581000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_0900819_4_f.pdf,8.76417613239033,-0.2178411503021654,False,,
11,11,プロジェクトコスト_計画時,374百万円,374百万円,JPY,1.0,"[{'num': 374.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 374000000.0}]",[],374000000.0,374000000,374000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_0900819_4_f.pdf,8.57287160220048,-0.5367092741841045,False,,
12,12,プロジェクトコスト_計画時,380百万円,380百万円,JPY,1.0,"[{'num': 380.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 380000000.0}]",[],380000000.0,380000000,380000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_0900817_4_f.pdf,8.57978359661681,-0.5251882992776026,False,,
13,13,プロジェクトコスト_計画時,300百万円,300百万円,JPY,1.0,"[{'num': 300.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 300000000.0}]",[],300000000.0,300000000,300000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2018_0613471_4_f.pdf,8.477121254719663,-0.6963068207343751,False,,
14,14,プロジェクトコスト_計画時,450百万円,450百万円,JPY,1.0,"[{'num': 450.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 450000000.0}]",[],450000000.0,450000000,450000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2016_0613805_4_f.pdf,8.653212513775344,-0.4027963149906237,False,,
15,15,プロジェクトコスト_計画時,440百万円,440百万円,JPY,1.0,"[{'num': 440.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 440000000.0}]",[],440000000.0,440000000,440000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2016_0613805_4_f.pdf,8.643452676486188,-0.41906410019517554,False,,
16,16,プロジェクトコスト_計画時,300百万円,300百万円,JPY,1.0,"[{'num': 300.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 300000000.0}]",[],300000000.0,300000000,300000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2020_0701824_4_f.pdf,8.477121254719663,-0.6963068207343751,False,,
17,17,プロジェクトコスト_計画時,789百万円,789百万円,JPY,1.0,"[{'num': 789.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 789000000.0}]",[],789000000.0,789000000,789000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2016_0603849_4_f.pdf,8.89707700320942,0.0036792250820623005,False,,
18,18,プロジェクトコスト_計画時,700百万円,700百万円,JPY,1.0,"[{'num': 700.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 700000000.0}]",[],700000000.0,700000000,700000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2018_0603850_4_f.pdf,8.845098040014257,-0.08295978163106425,False,,
19,19,プロジェクトコスト_計画時,780百万円,780百万円,JPY,1.0,"[{'num': 780.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 780000000.0}]",[],780000000.0,780000000,780000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2015_0603847_4_f.pdf,8.89209460269048,-0.004625485236746211,False,,
20,20,プロジェクトコスト_計画時,450百万円,450百万円,JPY,1.0,"[{'num': 450.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 450000000.0}]",[],450000000.0,450000000,450000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2016_0603844_4_f.pdf,8.653212513775344,-0.4027963149906237,False,,
21,21,プロジェクトコスト_計画時,494百万円,494百万円,JPY,1.0,"[{'num': 494.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 494000000.0}]",[],494000000.0,494000000,494000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2016_0603844_4_f.pdf,8.693726948923647,-0.3352664874791927,False,,
22,22,プロジェクトコスト_計画時,500百万円,500百万円,JPY,1.0,"[{'num': 500.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 500000000.0}]",[],500000000.0,500000000,500000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2020_0603841_4_f.pdf,8.698970004336019,-0.3265273152228281,False,,
23,23,プロジェクトコスト_計画時,350百万円,350百万円,JPY,1.0,"[{'num': 350.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 350000000.0}]",[],350000000.0,350000000,350000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2020_0603841_4_f.pdf,8.544068044350276,-0.5847193053302833,False,,
24,24,プロジェクトコスト_計画時,500百万円,500百万円,JPY,1.0,"[{'num': 500.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 500000000.0}]",[],500000000.0,500000000,500000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_0603845_4_f.pdf,8.698970004336019,-0.3265273152228281,False,,
25,25,プロジェクトコスト_計画時,581百万円,581百万円,JPY,1.0,"[{'num': 581.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 581000000.0}]",[],581000000.0,581000000,581000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_0603827_4_f.pdf,8.76417613239033,-0.2178411503021654,False,,
26,26,プロジェクトコスト_計画時,374百万円,374百万円,JPY,1.0,"[{'num': 374.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 374000000.0}]",[],374000000.0,374000000,374000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_0603827_4_f.pdf,8.57287160220048,-0.5367092741841045,False,,
29,29,プロジェクトコスト_計画時,260百万円,260百万円,JPY,1.0,"[{'num': 260.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 260000000.0}]",[],260000000.0,260000000,260000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2022_1502665_4_f.pdf,8.414973347970818,-0.7998955146797166,False,,
30,30,プロジェクトコスト_計画時,349百万円,349百万円,JPY,1.0,"[{'num': 349.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 349000000.0}]",[],349000000.0,349000000,349000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2020_1300669_4_f.pdf,8.54282542695918,-0.5867905112542027,False,,
31,31,プロジェクトコスト_計画時,200百万円,200百万円,JPY,1.0,"[{'num': 200.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 200000000.0}]",[],200000000.0,200000000,200000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2018_1200401_4_f.pdf,8.301029995663981,-0.9898173264781265,False,,
32,32,プロジェクトコスト_計画時,409百万円,409百万円,JPY,1.0,"[{'num': 409.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 409000000.0}]",[],409000000.0,409000000,409000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2021_1100281_4_f.pdf,8.611723308007342,-0.4719508990010784,False,,
33,33,プロジェクトコスト_計画時,397百万円,397百万円,JPY,1.0,"[{'num': 397.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 397000000.0}]",[],397000000.0,397000000,397000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2023_201201836_4_f.pdf,8.598790506763114,-0.49350740926872516,False,,
34,34,プロジェクトコスト_計画時,192百万円,192百万円,JPY,1.0,"[{'num': 192.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 192000000.0}]",[],192000000.0,192000000,192000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_1102787_4_f.pdf,8.28330122870355,-1.0193677958465341,False,,
35,35,プロジェクトコスト_計画時,270百万円,270百万円,JPY,1.0,"[{'num': 270.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 270000000.0}]",[],270000000.0,270000000,270000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2018_0800355_4_f.pdf,8.431363764158988,-0.7725758205021707,False,,
36,36,プロジェクトコスト_計画時,355百万円,355百万円,JPY,1.0,"[{'num': 355.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 355000000.0}]",[],355000000.0,355000000,355000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2021_0800342_4_f.pdf,8.550228353055093,-0.5744512469769897,False,,
37,37,プロジェクトコスト_計画時,398百万円,398百万円,JPY,1.0,"[{'num': 398.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 398000000.0}]",[],398000000.0,398000000,398000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2020_1000331_4_f.pdf,8.599883072073688,-0.4916863115118907,False,,
38,38,プロジェクトコスト_計画時,270百万円,270百万円,JPY,1.0,"[{'num': 270.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 270000000.0}]",[],270000000.0,270000000,270000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2018_0900555_4_f.pdf,8.431363764158988,-0.7725758205021707,False,,
39,39,プロジェクトコスト_計画時,372百万円,372百万円,JPY,1.0,"[{'num': 372.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 372000000.0}]",[],372000000.0,372000000,372000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2022_200800351_4_f.pdf,8.570542939881898,-0.5405907096312634,False,,
