,alpha3,Year,gdp_growth,join_flg
13568,AFG,2011,-3.213295006,True
13569,AFW,2011,1.934558692,True
13570,AGO,2011,-0.473683326,True
13571,ALB,2011,2.821642455,True
13572,AND,2011,3.749517536,True
13573,ARB,2011,1.206982483,True
13574,ARE,2011,2.7072485,True
13575,ARG,2011,4.881272528,True
13576,ARM,2011,5.284375308,True
13577,ASM,2011,0.606612624,True
13578,ATG,2011,-3.10798018,True
13579,AUS,2011,0.993946507,True
13580,AUT,2011,2.581103225,True
13581,AZE,2011,-1.195842962,True
13582,BDI,2011,0.376420688,True
13583,BEL,2011,0.613616883,True
13584,BEN,2011,-0.057123017,True
13585,BFA,2011,3.516336236,True
13586,BGD,2011,5.501503282,True
13587,BGR,2011,2.746910336,True
13588,BHR,2011,4.787472097,True
13589,BHS,2011,-0.537416355,True
13590,BIH,2011,2.839423788,True
13591,BLR,2011,5.79755018,True
13592,BLZ,2011,-2.394190992,True
13593,BMU,2011,-3.754826881,True
13594,BOL,2011,3.510649717,True
13595,BRA,2011,3.131698544,True
13596,BRB,2011,-1.05353551,True
13597,BRN,2011,1.911295621,True
13598,BTN,2011,7.304769386,True
13599,BWA,2011,4.755690188,True
13600,CAF,2011,2.550653269,True
13601,CAN,2011,2.13607714,True
13602,CEB,2011,3.841957524,True
13603,CHE,2011,0.68733987,True
13604,CHI,2011,0.438026036,True
13605,CHL,2011,5.181040335,True
13606,CHN,2011,8.953816042,True
13607,CIV,2011,-7.4042497,True
13608,CMR,2011,0.496174365,True
13609,COD,2011,3.42587695,True
13610,COG,2011,-1.062959103,True
13611,COL,2011,5.808235034,True
13612,COM,2011,2.082635812,True
13613,CPV,2011,3.58680088,True
13614,CRI,2011,3.183092788,True
13615,CSS,2011,1.055661341,True
13616,CUB,2011,2.764442102,True
13617,CUW,2011,-0.909566648,True
13618,CYM,2011,-1.572760208,True
13619,CYP,2011,-2.112935753,True
13620,CZE,2011,1.562186175,True
13621,DEU,2011,5.699283136,True
13622,DJI,2011,,True
13623,DMA,2011,-0.50386626,True
13624,DNK,2011,0.894526423,True
13625,DOM,2011,1.83258162,True
13626,DZA,2011,1.003992372,True
13627,EAP,2011,7.795822398,True
13628,EAR,2011,3.308664366,True
13629,EAS,2011,4.695871032,True
13630,ECA,2011,7.624586747,True
13631,ECS,2011,2.161154532,True
13632,ECU,2011,6.715249311,True
13633,EGY,2011,-0.354646268,True
13634,EMU,2011,2.000174005,True
13635,ERI,2011,6.747982979,True
13636,ESP,2011,-0.992358659,True
13637,EST,2011,7.934149302,True
13638,ETH,2011,8.061416761,True
13639,EUU,2011,2.14111569,True
13640,FCS,2011,-2.376161872,True
13641,FIN,2011,1.916853554,True
13642,FJI,2011,2.416035255,True
13643,FRA,2011,1.944335086,True
13644,FRO,2011,3.80958188,True
13645,FSM,2011,3.037190376,True
13646,GAB,2011,3.359376003,True
13647,GBR,2011,0.351039904,True
13648,GEO,2011,8.803628873,True
13649,GHA,2011,11.33704178,True
13650,GIB,2011,,True
13651,GIN,2011,3.028260488,True
13652,GMB,2011,-10.77726091,True
13653,GNB,2011,5.2802733,True
13654,GNQ,2011,1.999057628,True
13655,GRC,2011,-9.743341895,True
13656,GRD,2011,0.321541247,True
13657,GRL,2011,-0.470283635,True
13658,GTM,2011,2.107588602,True
13659,GUM,2011,0.065035676,True
13660,GUY,2011,5.633727478,True
13661,HIC,2011,1.610842644,True
13662,HKG,2011,4.112151933,True
13663,HND,2011,1.711641948,True
13664,HPC,2011,1.601451758,True
13665,HRV,2011,0.247771415,True
13666,HTI,2011,3.915144942,True
13667,HUN,2011,2.155897137,True
13668,IBD,2011,5.280070297,True
13669,IBT,2011,4.776793453,True
13670,IDA,2011,1.809889132,True
13671,IDB,2011,2.06481688,True
13672,IDN,2011,4.822942765,True
13673,IDX,2011,1.511167343,True
13674,IMN,2011,1.384725986,True
13675,IND,2011,3.760741531,True
13676,INX,2011,,True
13677,IRL,2011,1.206476681,True
13678,IRN,2011,1.384959505,True
13679,IRQ,2011,3.814419425,True
13680,ISL,2011,1.535147199,True
13681,ISR,2011,3.629856003,True
13682,ITA,2011,0.522437618,True
13683,JAM,2011,1.290876501,True
13684,JOR,2011,0.218599819,True
13685,JPN,2011,0.209251803,True
13686,KAZ,2011,5.957645735,True
13687,KEN,2011,2.26952219,True
13688,KGZ,2011,4.437062868,True
13689,KHM,2011,5.669930844,True
13690,KIR,2011,1.450397458,True
13691,KNA,2011,1.52991481,True
13692,KOR,2011,2.891411994,True
13693,KWT,2011,2.999311107,True
13694,LAC,2011,3.303791729,True
13695,LAO,2011,6.485365579,True
13696,LBN,2011,-0.215990102,True
13697,LBR,2011,4.040866351,True
13698,LBY,2011,-49.12785652,True
13699,LCA,2011,3.783449963,True
13700,LCN,2011,3.291035996,True
13701,LDC,2011,0.837698166,True
13702,LIC,2011,-1.987985884,True
13703,LIE,2011,,True
13704,LKA,2011,7.997268957,True
13705,LMC,2011,2.999282758,True
13706,LMY,2011,4.899109665,True
13707,LSO,2011,3.693985953,True
13708,LTE,2011,6.522908861,True
13709,LTU,2011,8.75223969,True
13710,LUX,2011,-1.176797867,True
13711,LVA,2011,4.929581087,True
13712,MAC,2011,18.82853405,True
13713,MAF,2011,,True
13714,MAR,2011,4.065610206,True
13715,MCO,2011,4.55377433,True
13716,MDA,2011,5.879385123,True
13717,MDG,2011,-1.26548227,True
13718,MDV,2011,4.829774787,True
13719,MEA,2011,1.536069263,True
13720,MEX,2011,1.990263278,True
13721,MHL,2011,-0.239905289,True
13722,MIC,2011,5.159727101,True
13723,MKD,2011,2.810014014,True
13724,MLI,2011,-0.069891447,True
13725,MLT,2011,0.564965068,True
13726,MMR,2011,4.746580786,True
13727,MNA,2011,-2.794218772,True
13728,MNE,2011,3.120074956,True
13729,MNG,2011,15.28304349,True
13730,MNP,2011,-6.549776162,True
13731,MOZ,2011,4.19033882,True
13732,MRT,2011,0.846509289,True
13733,MUS,2011,3.911001241,True
13734,MWI,2011,1.917989324,True
13735,MYS,2011,3.46597439,True
13736,NAC,2011,0.9251028,True
13737,NAM,2011,3.303489085,True
13738,NCL,2011,,True
13739,NER,2011,-1.381362283,True
13740,NGA,2011,2.397348416,True
13741,NIC,2011,4.82657823,True
13742,NLD,2011,1.299750382,True
13743,NOR,2011,-0.197405953,True
13744,NPL,2011,2.960357808,True
13745,NRU,2011,13.77156896,True
13746,NZL,2011,1.46473713,True
13747,OED,2011,1.375915176,True
13748,OMN,2011,-7.784145208,True
13749,OSS,2011,2.407913192,True
13750,PAK,2011,0.408754534,True
13751,PAN,2011,9.94036229,True
13752,PER,2011,5.535956263,True
13753,PHL,2011,1.837605138,True
13754,PLW,2011,6.967352545,True
13755,PNG,2011,-1.797584717,True
13756,POL,2011,5.198882223,True
13757,PRE,2011,1.264492486,True
13758,PRI,2011,0.80057306,True
13759,PRK,2011,,True
13760,PRT,2011,-1.568856596,True
13761,PRY,2011,2.911549888,True
13762,PSE,2011,6.867834875,True
13763,PSS,2011,2.435003296,True
13764,PST,2011,1.403263476,True
13765,PYF,2011,-3.371569435,True
13766,QAT,2011,12.82189394,True
13767,ROU,2011,5.010833714,True
13768,RUS,2011,4.176976244,True
13769,RWA,2011,5.342776973,True
13770,SAS,2011,3.525392811,True
13771,SAU,2011,6.068730216,True
13772,SDN,2011,5.872001186,True
13773,SEN,2011,-1.195441883,True
13774,SGP,2011,4.023381649,True
13775,SLB,2011,3.548680949,True
13776,SLE,2011,3.278994326,True
13777,SLV,2011,3.400791706,True
13778,SMR,2011,-6.487814736,True
13779,SOM,2011,5.942029317,True
13780,SRB,2011,0.813571318,True
13781,SSA,2011,1.587150174,True
13782,SSD,2011,-9.665518592,True
13783,SSF,2011,1.591700861,True
13784,SST,2011,2.088910526,True
13785,STP,2011,-0.114189922,True
13786,SUR,2011,4.641822245,True
13787,SVK,2011,2.430269413,True
13788,SVN,2011,0.446562675,True
13789,SWE,2011,2.387802153,True
13790,SWZ,2011,1.681676032,True
13791,SXM,2011,3.156171109,True
13792,SYC,2011,12.42658766,True
13793,SYR,2011,1.071210718,True
13794,TCA,2011,,True
13795,TCD,2011,-3.388621682,True
13796,TEA,2011,7.791085968,True
13797,TEC,2011,5.471493641,True
13798,TGO,2011,3.009795132,True
13799,THA,2011,0.21504556,True
13800,TJK,2011,5.03035521,True
13801,TKM,2011,12.29716785,True
13802,TLA,2011,3.42722319,True
13803,TLS,2011,3.522138571,True
13804,TMN,2011,-2.871130667,True
13805,TON,2011,6.535070458,True
13806,TSA,2011,3.525392811,True
13807,TSS,2011,1.591700861,True
13808,TTO,2011,-1.068038127,True
13809,TUN,2011,-3.126897864,True
13810,TUR,2011,9.579863958,True
13811,TUV,2011,5.173300725,True
13812,TZA,2011,4.704850043,True
13813,UGA,2011,6.23090994,True
13814,UKR,2011,5.782622065,True
13815,UMC,2011,6.056771526,True
13816,URY,2011,4.901505614,True
13817,USA,2011,0.828926174,True
13818,UZB,2011,5.892334203,True
13819,VCT,2011,-0.051811853,True
13820,VEN,2011,2.848177553,True
13821,VGB,2011,,True
13822,VIR,2011,-8.147450692,True
13823,VNM,2011,5.19449778,True
13824,VUT,2011,0.925978796,True
13825,WLD,2011,2.089017563,True
13826,WSM,2011,2.947725999,True
13827,XKX,2011,6.12959203,True
13828,YEM,2011,-15.33668752,True
13829,ZAF,2011,1.900920497,True
13830,ZMB,2011,2.116508296,True
13831,ZWE,2011,12.60629312,True
13832,ABW,2012,-2.484647977,True
13833,AFE,2012,-0.957114332,True
13834,AFG,2012,8.279368993,True
13835,AFW,2012,2.283516919,True
13836,AGO,2012,4.407587059,True
13837,ALB,2012,1.584872815,True
13838,AND,2012,-3.800754298,True
13839,ARB,2012,2.52934566,True
13840,ARE,2012,-2.127987223,True
13841,ARG,2012,-2.038325309,True
13842,ARM,2012,7.334704541,True
13843,ASM,2012,-3.622022585,True
13844,ATG,2012,2.273477114,True
13845,AUS,2012,2.118255292,True
13846,AUT,2012,0.170488634,True
13847,AZE,2012,0.816684128,True
13848,BDI,2012,0.785222154,True
13849,BEL,2012,-0.403775055,True
13850,BEN,2012,1.74647753,True
13851,BFA,2012,3.288783465,True
13852,BGD,2012,5.505480202,True
13853,BGR,2012,1.334066095,True
13854,BHR,2012,2.605781234,True
13855,BHS,2012,1.971953906,True
13856,BIH,2012,1.115320952,True
13857,BLR,2012,1.867269773,True
13858,BLZ,2012,1.530338261,True
13859,BMU,2012,-5.175857524,True
13860,BOL,2012,3.454063612,True
13861,BRA,2012,1.097332938,True
13862,BRB,2012,-0.60091944,True
13863,BRN,2012,-0.621623584,True
13864,BTN,2012,4.006257807,True
13865,BWA,2012,-1.83180194,True
13866,CAF,2012,4.009636894,True
13867,CAN,2012,0.65884199,True
13868,CEB,2012,1.084206054,True
13869,CHE,2012,0.110596604,True
13870,CHI,2012,-6.375651112,True
13871,CHL,2012,5.141584315,True
13872,CHN,2012,7.134523777,True
13873,CIV,2012,5.395835952,True
13874,CMR,2012,1.723811615,True
13875,COD,2012,3.570712873,True
13876,COG,2012,6.915172731,True
13877,COL,2012,2.875696275,True
13878,COM,2012,1.113911101,True
13879,CPV,2012,0.983345736,True
13880,CRI,2012,3.665968605,True
13881,CSS,2012,1.550655487,True
13882,CUB,2012,3.00028175,True
13883,CUW,2012,-1.17256195,True
13884,CYM,2012,-1.480998287,True
13885,CYP,2012,-4.907387691,True
13886,CZE,2012,-0.909418374,True
13887,DEU,2012,0.285850062,True
13888,DJI,2012,,True
13889,DMA,2012,-1.152046411,True
13890,DNK,2012,-0.380977142,True
13891,DOM,2012,1.444520111,True
13892,DZA,2012,0.379563284,True
13893,EAP,2012,6.644697559,True
13894,EAR,2012,2.637150393,True
13895,EAS,2012,4.33006169,True
13896,ECA,2012,3.192130798,True
13897,ECS,2012,-0.083259282,True
13898,ECU,2012,4.112337995,True
13899,EGY,2012,-0.042967018,True
13900,EMU,2012,-1.129654669,True
13901,ERI,2012,,True
13902,ESP,2012,-2.928158964,True
13903,EST,2012,4.043774303,True
13904,ETH,2012,5.643743768,True
13905,EUU,2012,-0.907200144,True
13906,FCS,2012,3.020247776,True
13907,FIN,2012,-1.990290984,True
13908,FJI,2012,1.19750022,True
13909,FRA,2012,-0.299598723,True
13910,FRO,2012,7.640273568,True
13911,FSM,2012,-2.041456613,True
13912,GAB,2012,1.552307854,True
13913,GBR,2012,0.805600758,True
13914,GEO,2012,7.366752155,True
13915,GHA,2012,6.679747406,True
13916,GIB,2012,,True
13917,GIN,2012,3.34759059,True
13918,GMB,2012,2.186458971,True
13919,GNB,2012,-4.292389185,True
13920,GNQ,2012,3.988003868,True
13921,GRC,2012,-7.83408918,True
13922,GRD,2012,-1.764869045,True
13923,GRL,2012,1.536976945,True
13924,GTM,2012,0.944366953,True
13925,GUM,2012,2.264027064,True
13926,GUY,2012,5.257286626,True
13927,HIC,2012,0.874384338,True
13928,HKG,2012,0.583735008,True
13929,HND,2012,2.04382617,True
13930,HPC,2012,1.146057745,True
13931,HRV,2012,-1.789055057,True
13932,HTI,2012,-1.043242222,True
13933,HUN,2012,-0.738925918,True
13934,IBD,2012,4.305398824,True
13935,IBT,2012,3.849705907,True
13936,IDA,2012,1.132649486,True
13937,IDB,2012,2.014296144,True
13938,IDN,2012,4.675403742,True
13939,IDX,2012,0.285369406,True
13940,IMN,2012,7.363690896,True
13941,IND,2012,4.017267358,True
13942,INX,2012,,True
13943,IRL,2012,-0.820120249,True
13944,IRN,2012,-4.94408604,True
13945,IRQ,2012,8.880553944,True
13946,ISL,2012,0.527304433,True
13947,ISR,2012,0.665113496,True
13948,ITA,2012,-3.386004634,True
13949,JAM,2012,-1.041519031,True
13950,JOR,2012,0.988823292,True
13951,JPN,2012,1.536786659,True
13952,KAZ,2012,3.346010334,True
13953,KEN,2012,1.876707539,True
13954,KGZ,2012,-1.952890002,True
13955,KHM,2012,6.047569827,True
13956,KIR,2012,4.261118827,True
13957,KNA,2012,-1.047877789,True
13958,KOR,2012,1.865599496,True
13959,KWT,2012,0.098328846,True
13960,LAC,2012,1.282356702,True
13961,LAO,2012,6.495135271,True
13962,LBN,2012,-0.172272058,True
13963,LBR,2012,4.243455569,True
13964,LBY,2012,91.78137027,True
13965,LCA,2012,-0.563683331,True
13966,LCN,2012,1.487737029,True
13967,LDC,2012,0.786762562,True
13968,LIC,2012,-5.733367531,True
13969,LIE,2012,,True
13970,LKA,2012,7.809029072,True
13971,LMC,2012,3.439464365,True
13972,LMY,2012,3.993883741,True
13973,LSO,2012,5.270666596,True
13974,LTE,2012,5.034931556,True
13975,LTU,2012,5.792321632,True
13976,LUX,2012,-0.76218341,True
13977,LVA,2012,8.644499468,True
13978,MAC,2012,5.722008034,True
13979,MAF,2012,,True
13980,MAR,2012,1.663846384,True
13981,MCO,2012,-1.214002298,True
13982,MDA,2012,-0.576700868,True
13983,MDG,2012,0.200640942,True
13984,MDV,2012,-1.114552635,True
13985,MEA,2012,1.657325933,True
13986,MEX,2012,2.157318305,True
13987,MHL,2012,-0.353868546,True
13988,MIC,2012,4.294448057,True
13989,MKD,2012,-0.065347234,True
13990,MLI,2012,-3.690422944,True
13991,MLT,2012,3.170686383,True
13992,MMR,2012,6.433248076,True
13993,MNA,2012,1.617223589,True
13994,MNE,2012,-2.80561175,True
13995,MNG,2012,10.20814609,True
13996,MNP,2012,1.519065746,True
13997,MOZ,2012,4.938054791,True
13998,MRT,2012,1.115024445,True
13999,MUS,2012,3.209499479,True
14000,MWI,2012,-0.983601162,True
14001,MYS,2012,3.692765691,True
14002,NAC,2012,1.460906046,True
14003,NAM,2012,2.748093671,True
14004,NCL,2012,,True
14005,NER,2012,6.455376385,True
14006,NGA,2012,1.378221466,True
14007,NIC,2012,5.011929504,True
14008,NLD,2012,-1.343636188,True
14009,NOR,2012,1.377640901,True
14010,NPL,2012,4.402446307,True
14011,NRU,2012,23.21715968,True
14012,NZL,2012,1.730225188,True
14013,OED,2012,0.760304546,True
14014,OMN,2012,-5.572027839,True
14015,OSS,2012,0.654447735,True
14016,PAK,2012,1.082271969,True
14017,PAN,2012,7.709865076,True
14018,PER,2012,5.2551302,True
14019,PHL,2012,4.840765337,True
14020,PLW,2012,3.037422754,True
14021,PNG,2012,1.781564097,True
14022,POL,2012,1.512024367,True
14023,PRE,2012,1.206106688,True
14024,PRI,2012,1.24696939,True
14025,PRK,2012,,True
14026,PRT,2012,-3.661114464,True
14027,PRY,2012,-2.095165191,True
14028,PSE,2012,3.510367464,True
14029,PSS,2012,-0.320195907,True
14030,PST,2012,0.813452702,True
14031,PYF,2012,-1.419845322,True
14032,QAT,2012,-1.209077614,True
14033,ROU,2012,2.358280667,True
14034,RUS,2012,3.762719155,True
14035,RWA,2012,6.071726785,True
14036,SAS,2012,3.893220476,True
14037,SAU,2012,1.070753627,True
14038,SDN,2012,-7.200563692,True
14039,SEN,2012,1.255746464,True
14040,SGP,2012,1.904462237,True
14041,SLB,2012,-1.224772515,True
14042,SLE,2012,12.32079014,True
14043,SLV,2012,2.486379215,True
14044,SMR,2012,-9.402513148,True
14045,SOM,2012,5.732565338,True
14046,SRB,2012,0.040200497,True
14047,SSA,2012,0.491525791,True
14048,SSD,2012,-48.42872583,True
14049,SSF,2012,0.491557956,True
14050,SST,2012,0.745784806,True
14051,STP,2012,0.883420959,True
14052,SUR,2012,1.52880859,True
14053,SVK,2012,1.396463827,True
14054,SVN,2012,-3.119225598,True
14055,SWE,2012,-1.148444728,True
14056,SWZ,2012,4.831133227,True
14057,SXM,2012,-0.798052974,True
14058,SYC,2012,2.104128265,True
14059,SYR,2012,-25.956031,True
14060,TCA,2012,-4.920831261,True
14061,TCD,2012,5.124301067,True
14062,TEA,2012,6.638928117,True
14063,TEC,2012,2.955269679,True
14064,TGO,2012,3.544171901,True
14065,THA,2012,6.580383363,True
14066,TJK,2012,4.960764487,True
14067,TKM,2012,8.706658858,True
14068,TLA,2012,1.526210522,True
14069,TLS,2012,2.580434513,True
14070,TMN,2012,1.601379398,True
14071,TON,2012,1.023073081,True
14072,TSA,2012,3.893220476,True
14073,TSS,2012,0.491557956,True
14074,TTO,2012,6.86942844,True
14075,TUN,2012,3.046573125,True
14076,TUR,2012,3.461212425,True
14077,TUV,2012,-3.506143242,True
14078,TZA,2012,1.538920327,True
14079,UGA,2012,0.865151268,True
14080,UKR,2012,0.364275558,True
14081,UMC,2012,4.801857677,True
14082,URY,2012,3.271960829,True
14083,USA,2012,1.541466234,True
14084,UZB,2012,5.496719098,True
14085,VCT,2012,1.739453798,True
14086,VEN,2012,4.308523269,True
14087,VGB,2012,,True
14088,VIR,2012,-14.73218495,True
14089,VNM,2012,4.276305071,True
14090,VUT,2012,-1.185214135,True
14091,WLD,2012,1.409498903,True
14092,WSM,2012,-4.606633499,True
14093,XKX,2012,0.857974395,True
14094,YEM,2012,-0.670663089,True
14095,ZAF,2012,0.897179684,True
14096,ZMB,2012,4.164388005,True
14097,ZWE,2012,13.88142628,True
14098,ABW,2013,4.855279431,True
14099,AFE,2013,1.512943623,True
14100,AFG,2013,2.052068261,True
14101,AFW,2013,3.299862085,True
14102,AGO,2013,0.990675719,True
14103,ALB,2013,1.187234353,True
14104,AND,2013,-1.443945404,True
14105,ARB,2013,-0.052841013,True
14106,ARE,2013,0.937160697,True
14107,ARG,2013,1.393512661,True
14108,ARM,2013,3.371783587,True
14109,ASM,2013,-1.628013554,True
14110,ATG,2013,-1.508203529,True
14111,AUS,2013,0.851364693,True
14112,AUT,2013,-0.836906917,True
14113,AZE,2013,4.450020099,True
14114,BDI,2013,1.22233332,True
14115,BEL,2013,-0.166173131,True
14116,BEN,2013,4.076668027,True
14117,BFA,2013,2.665082759,True
14118,BGD,2013,5.023418397,True
14119,BGR,2013,0.015418555,True
14120,BHR,2013,1.576686846,True
14121,BHS,2013,-3.756359927,True
14122,BIH,2013,4.02941225,True
14123,BLR,2013,1.037490027,True
14124,BLZ,2013,2.248911758,True
14125,BMU,2013,-0.16677148,True
14126,BOL,2013,5.128470927,True
14127,BRA,2013,2.173330805,True
14128,BRB,2013,-1.269562702,True
14129,BRN,2013,-3.468418672,True
14130,BTN,2013,0.614996703,True
14131,BWA,2013,9.438628888,True
14132,CAF,2013,-36.8245466,True
14133,CAN,2013,1.253590129,True
14134,CEB,2013,0.875917645,True
14135,CHE,2013,0.628360675,True
14136,CHI,2013,-0.133468593,True
14137,CHL,2013,2.327892559,True
14138,CHN,2013,7.050734134,True
14139,CIV,2013,8.573224303,True
14140,CMR,2013,2.087147191,True
14141,COD,2013,4.853776617,True
14142,COG,2013,-3.096943237,True
14143,COL,2013,4.141293878,True
14144,COM,2013,2.281164043,True
14145,CPV,2013,0.57909231,True
14146,CRI,2013,1.360034895,True
14147,CSS,2013,-0.724188091,True
14148,CUB,2013,2.793146233,True
14149,CUW,2013,-1.755807825,True
14150,CYM,2013,-1.343519612,True
14151,CYP,2013,-6.370077361,True
14152,CZE,2013,-0.074962986,True
14153,DEU,2013,0.112643825,True
14154,DJI,2013,,True
14155,DMA,2013,-1.847721388,True
14156,DNK,2013,0.970845948,True
14157,DOM,2013,3.60542683,True
14158,DZA,2013,0.548743629,True
14159,EAP,2013,6.383312894,True
14160,EAR,2013,2.549707292,True
14161,EAS,2013,4.410650281,True
14162,ECA,2013,5.568127738,True
14163,ECS,2013,0.405386305,True
14164,ECU,2013,5.617805735,True
14165,EGY,2013,-0.143233881,True
14166,EMU,2013,-0.499293406,True
14167,ERI,2013,,True
14168,ESP,2013,-1.103800294,True
14169,EST,2013,2.119282819,True
14170,ETH,2013,7.616614545,True
14171,EUU,2013,-0.279358163,True
14172,FCS,2013,1.070587024,True
14173,FIN,2013,-1.434901579,True
14174,FJI,2013,4.570320823,True
14175,FRA,2013,0.262144549,True
14176,FRO,2013,5.95487802,True
14177,FSM,2013,-3.885555507,True
14178,GAB,2013,1.984806095,True
14179,GBR,2013,1.120404196,True
14180,GEO,2013,5.449782655,True
14181,GHA,2013,4.757963385,True
14182,GIB,2013,,True
14183,GIN,2013,1.435321962,True
14184,GMB,2013,-0.096616308,True
14185,GNB,2013,0.543365079,True
14186,GNQ,2013,-7.888560394,True
14187,GRC,2013,-1.56089622,True
14188,GRD,2013,1.708962955,True
14189,GRL,2013,-0.726861643,True
14190,GTM,2013,1.688694895,True
14191,GUM,2013,1.914050543,True
14192,GUY,2013,3.137481334,True
14193,HIC,2013,0.98935861,True
14194,HKG,2013,2.687890183,True
14195,HND,2013,0.777167217,True
14196,HPC,2013,2.907593542,True
14197,HRV,2013,0.498388391,True
14198,HTI,2013,2.767509668,True
14199,HUN,2013,2.083240769,True
14200,IBD,2013,4.064312409,True
14201,IBT,2013,3.816131299,True
14202,IDA,2013,3.139293258,True
14203,IDB,2013,3.27354995,True
14204,IDN,2013,4.256039232,True
14205,IDX,2013,2.985834387,True
14206,IMN,2013,4.381977803,True
14207,IND,2013,4.977699973,True
14208,INX,2013,,True
14209,IRL,2013,1.655490762,True
14210,IRN,2013,-2.80061993,True
14211,IRQ,2013,2.664647321,True
14212,ISL,2013,3.568175782,True
14213,ISR,2013,2.303636543,True
14214,ITA,2013,-2.949628964,True
14215,JAM,2013,0.111200804,True
14216,JOR,2013,-2.585922386,True
14217,JPN,2013,2.152371066,True
14218,KAZ,2013,4.488196791,True
14219,KEN,2013,1.263311291,True
14220,KGZ,2013,8.51417445,True
14221,KHM,2013,6.256914983,True
14222,KIR,2013,6.260280574,True
14223,KNA,2013,5.646416989,True
14224,KOR,2013,2.696150961,True
14225,KWT,2013,-3.773717374,True
14226,LAC,2013,1.696396133,True
14227,LAO,2013,6.51642199,True
14228,LBN,2013,-5.350045156,True
14229,LBR,2013,6.324110003,True
14230,LBY,2013,-19.6276938,True
14231,LCA,2013,-2.447041522,True
14232,LCN,2013,1.697333911,True
14233,LDC,2013,3.373357539,True
14234,LIC,2013,1.009973186,True
14235,LIE,2013,,True
14236,LKA,2013,7.006027386,True
14237,LMC,2013,3.995421311,True
14238,LMY,2013,4.1520884,True
14239,LSO,2013,0.696148189,True
14240,LTE,2013,4.86711268,True
14241,LTU,2013,5.105222838,True
14242,LUX,2013,0.814652309,True
14243,LVA,2013,3.195452572,True
14244,MAC,2013,6.262132329,True
14245,MAF,2013,,True
14246,MAR,2013,2.757864878,True
14247,MCO,2013,7.301905942,True
14248,MDA,2013,9.073075577,True
14249,MDG,2013,-0.444341802,True
14250,MDV,2013,3.420174309,True
14251,MEA,2013,-0.179746673,True
14252,MEX,2013,-0.447810738,True
14253,MHL,2013,5.320614526,True
14254,MIC,2013,4.312044152,True
14255,MKD,2013,3.305596704,True
14256,MLI,2013,-0.64953616,True
14257,MLT,2013,4.809754701,True
14258,MMR,2013,7.508738815,True
14259,MNA,2013,-1.474379419,True
14260,MNE,2013,3.447965787,True
14261,MNG,2013,9.364878417,True
14262,MNP,2013,3.607386532,True
14263,MOZ,2013,3.535004572,True
14264,MRT,2013,0.935521309,True
14265,MUS,2013,3.110405554,True
14266,MWI,2013,2.460763686,True
14267,MYS,2013,2.919232599,True
14268,NAC,2013,1.391988729,True
14269,NAM,2013,2.902083757,True
14270,NCL,2013,,True
14271,NER,2013,1.430453738,True
14272,NGA,2013,3.814492077,True
14273,NIC,2013,3.478468892,True
14274,NLD,2013,-0.324530075,True
14275,NOR,2013,-0.197883222,True
14276,NPL,2013,3.31847431,True
14277,NRU,2013,1.183926106,True
14278,NZL,2013,1.973649321,True
14279,OED,2013,0.992222364,True
14280,OMN,2013,-2.644160023,True
14281,OSS,2013,0.489520025,True
14282,PAK,2013,2.68232501,True
14283,PAN,2013,4.487866349,True
14284,PER,2013,4.902714879,True
14285,PHL,2013,4.762666341,True
14286,PLW,2013,-2.393425521,True
14287,PNG,2013,1.057497576,True
14288,POL,2013,0.745031977,True
14289,PRE,2013,2.846933075,True
14290,PRI,2013,0.842159018,True
14291,PRK,2013,,True
14292,PRT,2013,-0.439198573,True
14293,PRY,2013,6.746512237,True
14294,PSE,2013,2.214850479,True
14295,PSS,2013,1.882548822,True
14296,PST,2013,1.074348339,True
14297,PYF,2013,-0.201995117,True
14298,QAT,2013,-5.128747192,True
14299,ROU,2013,0.651822267,True
14300,RUS,2013,1.453147679,True
14301,RWA,2013,2.233014831,True
14302,SAS,2013,4.636480754,True
14303,SAU,2013,-2.866421528,True
14304,SDN,2013,-0.372546264,True
14305,SEN,2013,-0.578035528,True
14306,SGP,2013,3.133979149,True
14307,SLB,2013,1.463159103,True
14308,SLE,2013,18.1400481,True
14309,SLV,2013,1.769083037,True
14310,SMR,2013,0.501232921,True
14311,SOM,2013,7.437848018,True
14312,SRB,2013,0.941379085,True
14313,SSA,2013,2.326402198,True
14314,SSD,2013,8.975512361,True
14315,SSF,2013,2.323255832,True
14316,SST,2013,0.312374145,True
14317,STP,2013,3.101075643,True
14318,SUR,2013,1.778058903,True
14319,SVK,2013,0.595167969,True
14320,SVN,2013,-0.958294077,True
14321,SWE,2013,0.284348029,True
14322,SWZ,2013,3.298060445,True
14323,SXM,2013,-1.041288531,True
14324,SYC,2013,-0.599133305,True
14325,SYR,2013,-22.58277733,True
14326,TCA,2013,-3.512196065,True
14327,TCD,2013,1.993605223,True
14328,TEA,2013,6.377763579,True
14329,TEC,2013,2.803600989,True
14330,TGO,2013,3.141329527,True
14331,THA,2013,2.08615316,True
14332,TJK,2013,4.751312028,True
14333,TKM,2013,7.773197361,True
14334,TLA,2013,1.754548605,True
14335,TLS,2013,0.985677294,True
14336,TMN,2013,-1.507545963,True
14337,TON,2013,0.752068447,True
14338,TSA,2013,4.636480754,True
14339,TSS,2013,2.323255832,True
14340,TTO,2013,3.117600602,True
14341,TUN,2013,1.218996687,True
14342,TUR,2013,7.101319543,True
