,Year,freedom_house_score,alpha3,join_flg
6051,2021,3,MNG,True
6052,2021,6,MNE,True
6053,2021,10,MAR,True
6054,2021,9,MOZ,True
6055,2021,13,MMR,True
6056,2021,4,NAM,True
6058,2021,7,NPL,True
6061,2021,12,NIC,True
6062,2021,8,NER,True
6063,2021,9,NGA,True
6065,2021,6,MKD,True
6068,2021,10,PAK,True
6069,2021,2,PLW,True
6070,2021,4,PAN,True
6071,2021,7,PNG,True
6072,2021,6,PRY,True
6073,2021,5,PER,True
6074,2021,7,PHL,True
6075,2021,4,POL,True
6078,2021,4,ROU,True
6080,2021,12,RWA,True
6081,2021,4,WSM,True
6084,2021,14,SAU,True
6085,2021,6,SEN,True
6086,2021,7,SRB,True
6087,2021,4,SYC,True
6088,2021,6,SLE,True
6090,2021,2,SVK,True
6092,2021,4,SLB,True
6094,2021,4,ZAF,True
6096,2021,14,SSD,True
6098,2021,8,LKA,True
6099,2021,3,KNA,True
6100,2021,2,LCA,True
6101,2021,2,VCT,True
6102,2021,13,SDN,True
6103,2021,4,SUR,True
6108,2021,13,TJK,True
6109,2021,10,TZA,True
6110,2021,12,THA,True
6111,2021,8,GMB,True
6112,2021,5,TLS,True
6113,2021,9,TGO,True
6114,2021,4,TON,True
6116,2021,6,TUN,True
6119,2021,2,TUV,True
6120,2021,11,UGA,True
6121,2021,6,UKR,True
6126,2021,13,UZB,True
6127,2021,4,VUT,True
6129,2021,13,VNM,True
6131,2021,8,ZMB,True
6132,2021,11,ZWE,True
6133,2022,14,AFG,True
6134,2022,6,ALB,True
6135,2022,11,DZA,True
6137,2022,11,AGO,True
6138,2022,4,ATG,True
6139,2022,4,ARG,True
6140,2022,8,ARM,True
6143,2022,14,AZE,True
6146,2022,10,BGD,True
6147,2022,2,BRB,True
6150,2022,3,BLZ,True
6151,2022,8,BEN,True
6152,2022,7,BTN,True
6153,2022,6,BOL,True
6154,2022,8,BIH,True
6155,2022,5,BWA,True
6156,2022,5,BRA,True
6158,2022,4,BGR,True
6159,2022,11,BFA,True
6160,2022,13,BDI,True
6161,2022,2,CPV,True
6162,2022,12,KHM,True
6163,2022,12,CMR,True
6167,2022,2,CHL,True
6168,2022,13,CHN,True
6169,2022,5,COL,True
6170,2022,9,COM,True
6171,2022,13,COD,True
6173,2022,2,CRI,True
6174,2022,8,CIV,True
6175,2022,4,HRV,True
6176,2022,13,CUB,True
6180,2022,12,DJI,True
6181,2022,2,DMA,True
6182,2022,6,DOM,True
6183,2022,5,ECU,True
6184,2022,12,EGY,True
6185,2022,7,SLV,True
6187,2022,14,ERI,True
6189,2022,13,SWZ,True
6190,2022,12,ETH,True
6191,2022,6,FJI,True
6194,2022,12,GAB,True
6195,2022,7,GEO,True
6197,2022,4,GHA,True
6199,2022,3,GRD,True
6200,2022,8,GTM,True
6201,2022,11,GIN,True
6202,2022,9,GNB,True
6203,2022,5,GUY,True
6204,2022,11,HTI,True
6205,2022,8,HND,True
6208,2022,6,IND,True
6209,2022,6,IDN,True
6210,2022,13,IRN,True
6211,2022,11,IRQ,True
6215,2022,4,JAM,True
6217,2022,11,JOR,True
6218,2022,12,KAZ,True
6219,2022,8,KEN,True
6220,2022,2,KIR,True
6221,2022,7,XKX,True
6223,2022,12,KGZ,True
6224,2022,13,LAO,True
6226,2022,9,LBN,True
6227,2022,5,LSO,True
6228,2022,7,LBR,True
6233,2022,7,MDG,True
6234,2022,6,MWI,True
6235,2022,8,MYS,True
6236,2022,9,MDV,True
6237,2022,11,MLI,True
6239,2022,2,MHL,True
6240,2022,10,MRT,True
6241,2022,4,MUS,True
6242,2022,7,MEX,True
6243,2022,2,FSM,True
6244,2022,6,MDA,True
6246,2022,3,MNG,True
6247,2022,6,MNE,True
6248,2022,10,MAR,True
6249,2022,9,MOZ,True
6250,2022,13,MMR,True
6251,2022,4,NAM,True
6253,2022,7,NPL,True
6256,2022,13,NIC,True
6257,2022,8,NER,True
6258,2022,9,NGA,True
6260,2022,6,MKD,True
6263,2022,10,PAK,True
6264,2022,2,PLW,True
6265,2022,4,PAN,True
6266,2022,7,PNG,True
6267,2022,6,PRY,True
6268,2022,6,PER,True
6269,2022,7,PHL,True
6270,2022,4,POL,True
6273,2022,4,ROU,True
6275,2022,12,RWA,True
6276,2022,4,WSM,True
6279,2022,14,SAU,True
6280,2022,6,SEN,True
6281,2022,7,SRB,True
6282,2022,4,SYC,True
6283,2022,6,SLE,True
6285,2022,2,SVK,True
6287,2022,5,SLB,True
6289,2022,4,ZAF,True
6291,2022,14,SSD,True
6293,2022,8,LKA,True
6294,2022,3,KNA,True
6295,2022,2,LCA,True
6296,2022,2,VCT,True
6297,2022,13,SDN,True
6298,2022,4,SUR,True
6303,2022,14,TJK,True
6304,2022,10,TZA,True
6305,2022,11,THA,True
6306,2022,8,GMB,True
6307,2022,5,TLS,True
6308,2022,9,TGO,True
6309,2022,4,TON,True
6311,2022,7,TUN,True
6314,2022,2,TUV,True
6315,2022,11,UGA,True
6316,2022,8,UKR,True
6321,2022,13,UZB,True
6322,2022,4,VUT,True
6324,2022,13,VNM,True
6326,2022,8,ZMB,True
6327,2022,11,ZWE,True
6328,2023,14,AFG,True
6329,2023,6,ALB,True
6330,2023,11,DZA,True
6332,2023,11,AGO,True
6333,2023,4,ATG,True
6334,2023,4,ARG,True
6335,2023,8,ARM,True
6338,2023,14,AZE,True
6341,2023,10,BGD,True
6342,2023,2,BRB,True
6345,2023,3,BLZ,True
6346,2023,7,BEN,True
6347,2023,6,BTN,True
6348,2023,6,BOL,True
6349,2023,9,BIH,True
6350,2023,5,BWA,True
6351,2023,5,BRA,True
6353,2023,4,BGR,True
6354,2023,12,BFA,True
6355,2023,13,BDI,True
6356,2023,2,CPV,True
6357,2023,12,KHM,True
6358,2023,12,CMR,True
6362,2023,2,CHL,True
6363,2023,13,CHN,True
6364,2023,5,COL,True
6365,2023,9,COM,True
6366,2023,13,COD,True
6368,2023,2,CRI,True
6369,2023,8,CIV,True
6370,2023,4,HRV,True
6371,2023,13,CUB,True
6375,2023,12,DJI,True
6376,2023,2,DMA,True
6377,2023,6,DOM,True
6378,2023,6,ECU,True
6379,2023,12,EGY,True
6380,2023,8,SLV,True
6382,2023,14,ERI,True
6384,2023,13,SWZ,True
6385,2023,12,ETH,True
6386,2023,6,FJI,True
6389,2023,12,GAB,True
6390,2023,7,GEO,True
6392,2023,4,GHA,True
6394,2023,3,GRD,True
6395,2023,9,GTM,True
6396,2023,11,GIN,True
6397,2023,9,GNB,True
6398,2023,5,GUY,True
6399,2023,11,HTI,True
6400,2023,8,HND,True
6403,2023,6,IND,True
6404,2023,7,IDN,True
6405,2023,14,IRN,True
6406,2023,11,IRQ,True
6410,2023,4,JAM,True
6412,2023,11,JOR,True
6413,2023,12,KAZ,True
6414,2023,8,KEN,True
6415,2023,2,KIR,True
6416,2023,7,XKX,True
6418,2023,12,KGZ,True
6419,2023,13,LAO,True
6421,2023,9,LBN,True
6422,2023,5,LSO,True
6423,2023,6,LBR,True
6428,2023,7,MDG,True
6429,2023,6,MWI,True
6430,2023,8,MYS,True
6431,2023,9,MDV,True
6432,2023,11,MLI,True
6434,2023,2,MHL,True
6435,2023,10,MRT,True
6436,2023,4,MUS,True
6437,2023,7,MEX,True
6438,2023,2,FSM,True
6439,2023,6,MDA,True
6441,2023,3,MNG,True
6442,2023,6,MNE,True
6443,2023,10,MAR,True
6444,2023,9,MOZ,True
6445,2023,13,MMR,True
6446,2023,4,NAM,True
6448,2023,7,NPL,True
6451,2023,13,NIC,True
6452,2023,10,NER,True
6453,2023,9,NGA,True
6455,2023,6,MKD,True
6458,2023,10,PAK,True
6459,2023,2,PLW,True
6460,2023,4,PAN,True
6461,2023,7,PNG,True
6462,2023,6,PRY,True
6463,2023,6,PER,True
6464,2023,7,PHL,True
6465,2023,4,POL,True
6468,2023,4,ROU,True
6470,2023,12,RWA,True
6471,2023,4,WSM,True
6474,2023,14,SAU,True
6475,2023,6,SEN,True
6476,2023,7,SRB,True
6477,2023,4,SYC,True
6478,2023,6,SLE,True
6480,2023,2,SVK,True
6482,2023,5,SLB,True
6484,2023,4,ZAF,True
6486,2023,14,SSD,True
6488,2023,8,LKA,True
6489,2023,3,KNA,True
6490,2023,2,LCA,True
6491,2023,2,VCT,True
6492,2023,13,SDN,True
6493,2023,4,SUR,True
6498,2023,14,TJK,True
6499,2023,10,TZA,True
6500,2023,10,THA,True
6501,2023,8,GMB,True
6502,2023,5,TLS,True
6503,2023,9,TGO,True
6504,2023,4,TON,True
6506,2023,8,TUN,True
6509,2023,2,TUV,True
6510,2023,11,UGA,True
6511,2023,8,UKR,True
6516,2023,13,UZB,True
6517,2023,4,VUT,True
6519,2023,13,VNM,True
6521,2023,8,ZMB,True
6522,2023,11,ZWE,True
6523,2024,14,AFG,True
6524,2024,6,ALB,True
6525,2024,11,DZA,True
6527,2024,11,AGO,True
6528,2024,4,ATG,True
6529,2024,4,ARG,True
6530,2024,8,ARM,True
6533,2024,14,AZE,True
6536,2024,9,BGD,True
6537,2024,2,BRB,True
6540,2024,3,BLZ,True
6541,2024,7,BEN,True
6542,2024,5,BTN,True
6543,2024,6,BOL,True
6544,2024,8,BIH,True
6545,2024,4,BWA,True
6546,2024,5,BRA,True
6548,2024,4,BGR,True
6549,2024,12,BFA,True
6550,2024,13,BDI,True
6551,2024,2,CPV,True
6552,2024,12,KHM,True
6553,2024,12,CMR,True
6557,2024,2,CHL,True
6558,2024,13,CHN,True
6559,2024,5,COL,True
6560,2024,9,COM,True
6561,2024,13,COD,True
6563,2024,2,CRI,True
6564,2024,8,CIV,True
6565,2024,4,HRV,True
6566,2024,13,CUB,True
6570,2024,12,DJI,True
6571,2024,2,DMA,True
6572,2024,6,DOM,True
6573,2024,6,ECU,True
6574,2024,12,EGY,True
6575,2024,9,SLV,True
6577,2024,14,ERI,True
6579,2024,13,SWZ,True
6580,2024,12,ETH,True
6581,2024,6,FJI,True
6584,2024,12,GAB,True
6585,2024,8,GEO,True
6587,2024,4,GHA,True
6589,2024,3,GRD,True
6590,2024,8,GTM,True
6591,2024,11,GIN,True
6592,2024,9,GNB,True
6593,2024,4,GUY,True
6594,2024,11,HTI,True
6595,2024,8,HND,True
6598,2024,6,IND,True
6599,2024,7,IDN,True
6600,2024,14,IRN,True
6601,2024,11,IRQ,True
6605,2024,4,JAM,True
6607,2024,10,JOR,True
6608,2024,12,KAZ,True
6609,2024,8,KEN,True
6610,2024,2,KIR,True
6611,2024,7,XKX,True
6613,2024,12,KGZ,True
6614,2024,13,LAO,True
6616,2024,9,LBN,True
6617,2024,5,LSO,True
6618,2024,6,LBR,True
6623,2024,8,MDG,True
6624,2024,6,MWI,True
6625,2024,8,MYS,True
6626,2024,9,MDV,True
6627,2024,11,MLI,True
6629,2024,2,MHL,True
6630,2024,10,MRT,True
6631,2024,4,MUS,True
6632,2024,7,MEX,True
6633,2024,2,FSM,True
6634,2024,6,MDA,True
6636,2024,3,MNG,True
6637,2024,6,MNE,True
6638,2024,10,MAR,True
6639,2024,9,MOZ,True
6640,2024,14,MMR,True
6641,2024,5,NAM,True
6643,2024,7,NPL,True
6646,2024,13,NIC,True
6647,2024,12,NER,True
6648,2024,9,NGA,True
6650,2024,6,MKD,True
6653,2024,10,PAK,True
6654,2024,2,PLW,True
6655,2024,4,PAN,True
6656,2024,7,PNG,True
6657,2024,6,PRY,True
6658,2024,6,PER,True
6659,2024,7,PHL,True
6660,2024,4,POL,True
6663,2024,4,ROU,True
6665,2024,12,RWA,True
6666,2024,4,WSM,True
6669,2024,13,SAU,True
6670,2024,5,SEN,True
6671,2024,7,SRB,True
6672,2024,4,SYC,True
6673,2024,7,SLE,True
6675,2024,2,SVK,True
6677,2024,5,SLB,True
6679,2024,4,ZAF,True
6681,2024,14,SSD,True
6683,2024,7,LKA,True
6684,2024,3,KNA,True
6685,2024,2,LCA,True
6686,2024,2,VCT,True
6687,2024,14,SDN,True
6688,2024,4,SUR,True
6693,2024,14,TJK,True
6694,2024,11,TZA,True
6695,2024,11,THA,True
6696,2024,8,GMB,True
6697,2024,5,TLS,True
6698,2024,9,TGO,True
6699,2024,4,TON,True
6701,2024,10,TUN,True
6704,2024,2,TUV,True
6705,2024,11,UGA,True
6706,2024,8,UKR,True
6711,2024,13,UZB,True
6712,2024,4,VUT,True
6714,2024,13,VNM,True
6716,2024,8,ZMB,True
6717,2024,11,ZWE,True
